x,y
0,1.0
1,1.0
2,1.0
3,0.02348993288590604
4,0.02348993288590604
5,0.020134228187919462
6,0.020134228187919462
7,0.020134228187919462
8,0.020134228187919462
9,0.013422818791946308
10,0.013422818791946308
11,0.013422818791946308
12,0.010067114093959731
13,0.010067114093959731
14,0.010067114093959731
15,0.010067114093959731
16,0.010067114093959731
17,0.010067114093959731
18,0.010067114093959731
19,0.010067114093959731
20,0.010067114093959731
21,0.010067114093959731
22,0.010067114093959731
23,0.010067114093959731
24,0.010067114093959731
25,0.010067114093959731
26,0.010067114093959731
27,0.010067114093959731
28,0.010067114093959731
29,0.010067114093959731
30,0.010067114093959731
31,0.010067114093959731
32,0.010067114093959731
33,0.010067114093959731
34,0.010067114093959731
35,0.010067114093959731
36,0.010067114093959731
37,0.010067114093959731
38,0.010067114093959731
39,0.010067114093959731
40,0.010067114093959731
41,0.010067114093959731
42,0.010067114093959731
43,0.010067114093959731
44,0.010067114093959731
45,0.010067114093959731
46,0.010067114093959731
47,0.010067114093959731
48,0.010067114093959731
49,0.010067114093959731
50,0.010067114093959731
51,0.010067114093959731
52,0.010067114093959731
53,0.010067114093959731
54,0.010067114093959731
55,0.010067114093959731
56,0.010067114093959731
57,0.010067114093959731
58,0.010067114093959731
59,0.010067114093959731
60,0.010067114093959731
61,0.010067114093959731
62,0.010067114093959731
63,0.010067114093959731
64,0.010067114093959731
65,0.010067114093959731
66,0.010067114093959731
67,0.010067114093959731
68,0.010067114093959731
69,0.010067114093959731
70,0.010067114093959731
71,0.010067114093959731
72,0.010067114093959731
73,0.010067114093959731
74,0.010067114093959731
75,0.010067114093959731
76,0.010067114093959731
77,0.010067114093959731
78,0.010067114093959731
79,0.010067114093959731
80,0.010067114093959731
81,0.010067114093959731
82,0.010067114093959731
83,0.010067114093959731
84,0.010067114093959731
85,0.010067114093959731
86,0.010067114093959731
87,0.010067114093959731
88,0.010067114093959731
89,0.010067114093959731
90,0.010067114093959731
91,0.010067114093959731
92,0.010067114093959731
93,0.010067114093959731
94,0.010067114093959731
95,0.010067114093959731
96,0.010067114093959731
97,0.010067114093959731
98,0.010067114093959731
99,0.010067114093959731
100,0.010067114093959731
101,0.010067114093959731
102,0.010067114093959731
103,0.010067114093959731
104,0.010067114093959731
105,0.010067114093959731
106,0.010067114093959731
107,0.010067114093959731
108,0.010067114093959731
109,0.010067114093959731
110,0.010067114093959731
111,0.010067114093959731
112,0.010067114093959731
113,0.010067114093959731
114,0.010067114093959731
