qid,self_confidence,perceived_confidence,flipped
0,0.7622221373387454,0.1700747425044503,1
0,0.7622221373387454,0.0625670012299141,1
0,0.7622221373387454,0.0051358122098589,0
1,0.7359829931871424,0.1642200080305053,0
1,0.7359829931871424,0.099604457934979,0
1,0.7359829931871424,0.0001922818836508,0
2,0.9806658917404152,0.0139884453734775,1
2,0.9806658917404152,0.0031212440564116,0
2,0.9806658917404152,0.0021451975764617,1
3,0.9995694234965996,0.0004305571096741,0
3,0.9995694234965996,4.9423196025007356e-09,0
3,0.9995694234965996,1.4159982737326087e-09,0
4,0.985593783206785,0.0140587386524508,1
4,0.985593783206785,0.0003306298426843,1
4,0.985593783206785,8.810986860000238e-06,0
5,0.7767314810871878,0.1733122300975249,0
5,0.7767314810871878,0.0496547852774779,1
5,0.7767314810871878,0.0002952580756538,0
6,0.996620198071532,0.002470374442141,0
6,0.996620198071532,0.000908799969259,0
6,0.996620198071532,2.3743176884442283e-07,0
7,0.9998757304224845,0.0001233945049762,0
7,0.9998757304224845,6.475149352204967e-07,0
7,0.9998757304224845,5.315126256652839e-08,0
8,0.9988833890576836,0.0007093814041478,0
8,0.9988833890576836,0.0003797045037489,0
8,0.9988833890576836,2.7505688880648955e-05,0
9,0.9980702516341702,0.0019267287403159,1
9,0.9980702516341702,2.896720883691149e-06,1
9,0.9980702516341702,7.719492316688842e-08,1
10,0.9998857350096176,9.610065358505515e-05,0
10,0.9998857350096176,1.6699789541640194e-05,0
10,0.9998857350096176,1.3708022015449347e-06,1
11,0.4765665622172285,0.4765665622172285,1
11,0.4765665622172285,0.0391189609404535,0
11,0.4765665622172285,0.0077029801310321,1
12,0.6789086124543436,0.3206937113338263,0
12,0.6789086124543436,0.0003754938206413,1
12,0.6789086124543436,1.8694727605638792e-05,1
13,1.0,1.3440409951135022e-08,0
13,1.0,4.363462252943702e-09,0
13,1.0,4.363462252943702e-09,0
14,0.731055070718701,0.2689401228665046,1
14,0.731055070718701,4.491756391689961e-06,0
14,0.731055070718701,1.973540024341978e-07,1
15,0.9404459136788916,0.0364650457190076,0
15,0.9404459136788916,0.022117168236401,0
15,0.9404459136788916,0.0009717603210547,1
16,0.9113954435269482,0.0453757052285837,0
16,0.9113954435269482,0.0353386347644382,1
16,0.9113954435269482,0.0078851171143741,1
17,0.5484952937234916,0.4271685642628354,1
17,0.5484952937234916,0.0240991998766561,1
17,0.5484952937234916,0.0002362602985588,1
18,0.9076792460579196,0.0580259924298723,0
18,0.9076792460579196,0.0213465696685197,0
18,0.9076792460579196,0.0129473489836489,1
19,0.9999737011314525,2.14448356700516e-05,0
19,0.9999737011314525,4.784989617415373e-06,0
19,0.9999737011314525,4.1398271719974625e-08,0
20,0.4516237302848031,0.273923639071522,1
20,0.4516237302848031,0.2133319446106702,0
20,0.4516237302848031,0.061120625454469404,0
21,0.9999996871837232,1.4449802461092448e-07,0
21,0.9999996871837232,1.1253517471925912e-07,0
21,0.9999996871837232,6.34880011604368e-09,0
22,0.9961373397414607,0.0019229976962464527,1
22,0.9961373397414607,0.0019229976962464527,0
22,0.9961373397414607,1.6637189944227464e-05,0
23,0.8580027191101774,0.07042915726484127,1
23,0.8580027191101774,0.07042915726484127,0
23,0.8580027191101774,0.001138381030888125,0
24,0.9831621685158108,0.010921945940321295,1
24,0.9831621685158108,0.004017959369030101,0
24,0.9831621685158108,0.0018979496162022116,0
25,0.8192622347650997,0.08634960297035221,0
25,0.8192622347650997,0.08634960297035221,0
25,0.8192622347650997,0.008031766128752942,0
26,0.9999770387510999,1.6701318523026363e-05,0
26,0.9999770387510999,4.785007870736998e-06,0
26,0.9999770387510999,1.3709277079799143e-06,0
27,0.9133832370902852,0.07497505840800192,0
27,0.9133832370902852,0.007902314901742355,0
27,0.9133832370902852,0.0037327892488099867,0
28,0.9489765730148801,0.028656606658519383,0
28,0.9489765730148801,0.02231778770582413,0
28,0.9489765730148801,4.881997402356892e-05,1
29,0.994343027618045,0.003164776216189294,1
29,0.994343027618045,0.0024647301954139797,0
29,0.994343027618045,2.7380666152433036e-05,1
30,0.5279254156962201,0.24937430871679064,1
30,0.5279254156962201,0.15125316398137695,1
30,0.5279254156962201,0.07144694417819339,0
31,0.8211050079376735,0.1259205387739354,1
31,0.8211050079376735,0.028096669982604773,0
31,0.8211050079376735,0.02479522423259029,0
32,0.43819359811116276,0.34126551734585003,1
32,0.43819359811116276,0.16120241599803814,0
32,0.43819359811116276,0.059303054712844645,1
33,0.8165151402751699,0.1821891594428763,1
33,0.8165151402751699,0.0008437032920879554,0
33,0.8165151402751699,0.00045160182936917386,0
34,0.9932707729478332,0.006692605530913342,1
34,0.9932707729478332,3.099291232925481e-05,1
34,0.9932707729478332,2.2451190389150752e-06,1
35,0.9233564609752121,0.07579372229912643,0
35,0.9233564609752121,0.0008419919978949345,0
35,0.9233564609752121,7.284661602850072e-06,0
36,0.43165812194464204,0.43165812194464204,0
36,0.43165812194464204,0.08499853404022999,1
36,0.43165812194464204,0.04015046451262323,1
37,0.9901527112322139,0.006671595259028681,0
37,0.9901527112322139,0.0016868434486656746,0
37,0.9901527112322139,0.0014886341185925747,0
38,0.6605976874680265,0.1892644062543383,1
38,0.6605976874680265,0.14739926779842316,1
38,0.6605976874680265,0.002699711439629041,1
39,0.9859262441442558,0.014063485693830792,0
39,0.9859262441442558,9.987527357612214e-06,0
39,0.9859262441442558,2.072845173027035e-07,1
40,0.8518610305959325,0.14803125497009062,0
40,0.8518610305959325,0.00010512801856021531,0
40,0.8518610305959325,2.181862417191286e-06,0
41,0.5228222835158196,0.24696375976055315,1
41,0.5228222835158196,0.1923355694917771,1
41,0.5228222835158196,0.03787311467515114,1
42,0.9889811510481129,0.010986590577682117,0
42,0.9889811510481129,2.723303530857165e-05,0
42,0.9889811510481129,4.732391937695705e-06,0
43,1.0,2.510999155743982e-08,0
43,1.0,1.4166087866431961e-09,0
43,1.0,4.5990553786523166e-10,0
44,0.7638340167790758,0.13273443341411503,1
44,0.7638340167790758,0.10337368068345204,1
